source_id,model_id,column_id,team_id,column_category,conclusion_certainty,conclusion_direction,source_label
euc,Bermagui-1-2-3,sample,Bermagui,id,qualified,mixed,eucalpytus (teams = 66)
euc,Berrigan-1-1-1,all_grass,Berrigan,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,Season,Binalong,timing,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,ExoticAnnualGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,ExoticAnnualHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,ExoticPerennialHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,ExoticPerennialGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,ExoticShrub_cover,Binalong,shrub,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,NativePerennialFern_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,NativePerennialGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,NativePerennialHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,NativePerennialGraminoid_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,NativeShrub_cover,Binalong,shrub,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,MossLichen_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,euc_sdlgs0_50cm,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,euc_sdlgs50cm-2m,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,euc_sdlgs>2m,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,annual_precipitation,Binalong,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,precipitation_warmest_quarter,Binalong,temperature,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,precipitation_coldest_quarter,Binalong,temperature,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,PET,Binalong,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,K_perc,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,Th_ppm,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,U_ppm,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,SRad_Jan,Binalong,sunlight,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-2-2-1,SRad_Jul,Binalong,sunlight,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,Season,Binalong,timing,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,ExoticAnnualGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,ExoticAnnualHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,ExoticPerennialHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,ExoticPerennialGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,ExoticShrub_cover,Binalong,shrub,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,NativePerennialFern_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,NativePerennialGrass_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,NativePerennialHerb_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,NativePerennialGraminoid_cover,Binalong,grass,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,NativeShrub_cover,Binalong,shrub,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,MossLichen_cover,Binalong,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,euc_sdlgs0_50cm,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,euc_sdlgs50cm-2m,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,euc_sdlgs>2m,Binalong,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,annual_precipitation,Binalong,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,precipitation_warmest_quarter,Binalong,temperature,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,precipitation_coldest_quarter,Binalong,temperature,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,PET,Binalong,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,K_perc,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,Th_ppm,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,U_ppm,Binalong,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,SRad_Jan,Binalong,sunlight,qualified,negative,eucalpytus (teams = 66)
euc,Binalong-1-1-1,SRad_Jul,Binalong,sunlight,qualified,negative,eucalpytus (teams = 66)
euc,Blackall-1-1-1,Season,Blackall,timing,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,Property,Blackall,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,Quadrat no,Blackall,id,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,ExoticAnnualGrass_cover,Blackall,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,ExoticPerennialGrass_cover,Blackall,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,NativePerennialGrass_cover,Blackall,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,NativePerennialGraminoid_cover,Blackall,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,Distance_to_Eucalypt_canopy(m),Blackall,propagule_pressure,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,year,Blackall,timing,conclusive,mixed,eucalpytus (teams = 66)
euc,Blackall-1-1-1,size_class,Blackall,seedings,conclusive,mixed,eucalpytus (teams = 66)
euc,Boggabri-1-1-1,Property,Boggabri,location,conclusive,none,eucalpytus (teams = 66)
euc,Boggabri-1-1-1,ExoticAnnualGrass_cover,Boggabri,grass,conclusive,none,eucalpytus (teams = 66)
euc,Boggabri-1-1-1,ExoticPerennialGrass_cover,Boggabri,grass,conclusive,none,eucalpytus (teams = 66)
euc,Boggabri-1-1-1,NativePerennialGrass_cover,Boggabri,grass,conclusive,none,eucalpytus (teams = 66)
euc,Booligal-3-3-1,all_exotic_grass,Booligal,grass,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-2-2-1,all_grass,Booligal,grass,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-4-4-1,all_native_grass_graminoid,Booligal,grass,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-1-1-1,Season,Booligal,timing,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-1-1-1,Property,Booligal,location,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-1-1-1,euc_sdlgs0_50cm,Booligal,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-1-1-1,euc_sdlgs50cm-2m,Booligal,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-1-1-1,euc_sdlgs>2m,Booligal,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Booligal-5-5-1,all_grass,Booligal,grass,qualified,negative,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,Season,Bothwell,timing,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,Easting,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,Landscape position,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,ExoticPerennialHerb_cover,Bothwell,non_grass_understory,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,NativePerennialGrass_cover,Bothwell,grass,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,NativePerennialGraminoid_cover,Bothwell,grass,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,Distance_to_Eucalypt_canopy(m),Bothwell,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,PET,Bothwell,water_availability,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,MrVBF,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,Th_ppm,Bothwell,nutrients,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-1-1-1,U_ppm,Bothwell,nutrients,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,Season,Bothwell,timing,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,Easting,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,Landscape position,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,ExoticPerennialHerb_cover,Bothwell,non_grass_understory,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,NativePerennialGrass_cover,Bothwell,grass,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,NativePerennialGraminoid_cover,Bothwell,grass,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,Distance_to_Eucalypt_canopy(m),Bothwell,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,PET,Bothwell,water_availability,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,MrVBF,Bothwell,location,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,Th_ppm,Bothwell,nutrients,qualified,none,eucalpytus (teams = 66)
euc,Bothwell-2-2-1,U_ppm,Bothwell,nutrients,qualified,none,eucalpytus (teams = 66)
euc,Boydtown-3-3-1,Season,Boydtown,timing,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-3-3-1,Property,Boydtown,location,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-3-3-1,ExoticAnnualGrass_cover,Boydtown,grass,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,Season,Boydtown,timing,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,Property,Boydtown,location,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,Quadrat no,Boydtown,id,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,ExoticAnnualGrass_cover,Boydtown,grass,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,ExoticPerennialGrass_cover,Boydtown,grass,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-1-1-1,NativePerennialGrass_cover,Boydtown,grass,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-2-2-1,Season,Boydtown,timing,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-2-2-1,Property,Boydtown,location,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-2-2-1,Quadrat no,Boydtown,id,qualified,negative,eucalpytus (teams = 66)
euc,Boydtown-2-2-1,ExoticPerennialGrass_cover,Boydtown,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-3-10-1,ExoticAnnualGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-3-10-1,ExoticPerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-3-10-1,NativePerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-3-10-1,NativePerennialGraminoid_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-1-8-1,ExoticAnnualGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-1-8-1,ExoticPerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-1-8-1,NativePerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-1-8-1,NativePerennialGraminoid_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-2-9-1,ExoticAnnualGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-2-9-1,ExoticPerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-2-9-1,NativePerennialGrass_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Byrock-2-9-1,NativePerennialGraminoid_cover,Byrock,grass,qualified,negative,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Season,Branxton,timing,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Property,Branxton,location,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,ExoticPerennialGrass_cover,Branxton,grass,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,NativePerennialHerb_cover,Branxton,non_grass_understory,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,MossLichen_cover,Branxton,non_grass_understory,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Rock_cover,Branxton,non_veg_groundlayer,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Euc_canopy_cover,Branxton,propagule_pressure,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Distance_to_Eucalypt_canopy(m),Branxton,propagule_pressure,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,Th_ppm,Branxton,nutrients,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-1-1-1,U_ppm,Branxton,nutrients,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,Season,Branxton,timing,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,Property,Branxton,location,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,ExoticAnnualHerb_cover,Branxton,non_grass_understory,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,ExoticPerennialGrass_cover,Branxton,grass,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,BareGround_cover,Branxton,non_veg_groundlayer,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,MossLichen_cover,Branxton,non_grass_understory,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,Distance_to_Eucalypt_canopy(m),Branxton,propagule_pressure,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,euc_sdlgs50cm-2m,Branxton,seedings,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,K_perc,Branxton,nutrients,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Branxton-2-2-1,Th_ppm,Branxton,nutrients,conclusion missing,conclusion missing,eucalpytus (teams = 66)
euc,Bridport-1-1-1,Season,Bridport,timing,qualified,mixed,eucalpytus (teams = 66)
euc,Bridport-1-1-1,Property,Bridport,location,qualified,mixed,eucalpytus (teams = 66)
euc,Bridport-1-1-1,all_exotic_grass,Bridport,grass,qualified,mixed,eucalpytus (teams = 66)
euc,Bridport-1-1-1,all_native_grass_graminoid,Bridport,grass,qualified,mixed,eucalpytus (teams = 66)
euc,Brighton-1-1-3,Season,Brighton,timing,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,Property,Brighton,location,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,Euc_canopy_cover,Brighton,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,all_grass,Brighton,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,shrub_cover,Brighton,shrub,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,herb_cover,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,other_veg,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-3,bare,Brighton,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,Season,Brighton,timing,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,Property,Brighton,location,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,Euc_canopy_cover,Brighton,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,all_grass,Brighton,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,shrub_cover,Brighton,shrub,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,herb_cover,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,other_veg,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-1,bare,Brighton,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,Season,Brighton,timing,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,Property,Brighton,location,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,Euc_canopy_cover,Brighton,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,all_grass,Brighton,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,shrub_cover,Brighton,shrub,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,herb_cover,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,other_veg,Brighton,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brighton-1-1-2,bare,Brighton,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brooklyn-2-2-1,all_grass,Brooklyn,grass,qualified,negative,eucalpytus (teams = 66)
euc,Brooklyn-1-1-1,all_grass,Brooklyn,grass,qualified,negative,eucalpytus (teams = 66)
euc,Brooklyn-3-3-1,all_grass,Brooklyn,grass,qualified,negative,eucalpytus (teams = 66)
euc,Buckland-1-1-1,Property,Buckland,location,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,Litter_cover,Buckland,non_veg_groundlayer,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,Euc_canopy_cover,Buckland,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,Distance_to_Eucalypt_canopy(m),Buckland,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,PET,Buckland,water_availability,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,MrVBF,Buckland,location,qualified,none,eucalpytus (teams = 66)
euc,Buckland-1-1-1,all_grass,Buckland,grass,qualified,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,Season,Bundarra,timing,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,Landscape position,Bundarra,location,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,ExoticAnnualGrass_cover,Bundarra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,ExoticAnnualHerb_cover,Bundarra,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,ExoticPerennialHerb_cover,Bundarra,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,ExoticPerennialGrass_cover,Bundarra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,NativePerennialFern_cover,Bundarra,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,NativePerennialGrass_cover,Bundarra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,NativePerennialHerb_cover,Bundarra,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,NativePerennialGraminoid_cover,Bundarra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,Euc_canopy_cover,Bundarra,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,euc_sdlgs0_50cm,Bundarra,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,euc_sdlgs50cm-2m,Bundarra,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,euc_sdlgs>2m,Bundarra,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,annual_precipitation,Bundarra,water_availability,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,K_perc,Bundarra,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,Th_ppm,Bundarra,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Bundarra-1-1-1,SRad_Jan,Bundarra,sunlight,conclusive,none,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,Property,Bundeena,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,ExoticPerennialGrass_cover,Bundeena,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,Euc_canopy_cover,Bundeena,propagule_pressure,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,Distance_to_Eucalypt_canopy(m),Bundeena,propagule_pressure,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,MrVBF,Bundeena,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,K_perc,Bundeena,nutrients,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,Th_ppm,Bundeena,nutrients,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,U_ppm,Bundeena,nutrients,conclusive,mixed,eucalpytus (teams = 66)
euc,Bundeena-1-6-1,SRad_Jul,Bundeena,sunlight,conclusive,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,Season,Busselto,timing,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,Property,Busselto,location,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,Aspect,Busselto,location,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,ExoticAnnualGrass_cover,Busselto,grass,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,ExoticPerennialGrass_cover,Busselto,grass,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,NativePerennialFern_cover,Busselto,non_grass_understory,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,NativePerennialGrass_cover,Busselto,grass,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,Litter_cover,Busselto,non_veg_groundlayer,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,Rock_cover,Busselto,non_veg_groundlayer,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,annual_precipitation,Busselto,water_availability,qualified,mixed,eucalpytus (teams = 66)
euc,Busselto-1-1-1,K_perc,Busselto,nutrients,qualified,mixed,eucalpytus (teams = 66)
euc,Calliope-3-3-1,Property,Calliope,location,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,ExoticAnnualGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,ExoticPerennialGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,NativePerennialGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,NativePerennialGraminoid_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,annual_precipitation,Calliope,water_availability,qualified,none,eucalpytus (teams = 66)
euc,Calliope-3-3-1,month,Calliope,timing,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,Property,Calliope,location,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,ExoticAnnualGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,ExoticPerennialGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,NativePerennialGrass_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,NativePerennialGraminoid_cover,Calliope,grass,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,annual_precipitation,Calliope,water_availability,qualified,none,eucalpytus (teams = 66)
euc,Calliope-4-4-1,month,Calliope,timing,qualified,none,eucalpytus (teams = 66)
euc,Canberra-1-1-1,Property,Canberra,location,conclusive,none,eucalpytus (teams = 66)
euc,Canberra-1-1-1,ExoticAnnualGrass_cover,Canberra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Canberra-1-1-1,ExoticPerennialGrass_cover,Canberra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Canberra-1-1-1,NativePerennialGrass_cover,Canberra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Canberra-1-1-1,NativePerennialGraminoid_cover,Canberra,grass,conclusive,none,eucalpytus (teams = 66)
euc,Capertee-1-1-1,Property,Capertee,location,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,NativePerennialGrass_cover,Capertee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,BareGround_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,Litter_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,Rock_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,Distance_to_Eucalypt_canopy(m),Capertee,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,annual_precipitation,Capertee,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,Th_ppm,Capertee,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,all_exotic_grass,Capertee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,all_exotic_herb,Capertee,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-1-1-1,native_herb_fern_gram,Capertee,non_grass_understory,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,Property,Capertee,location,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,NativePerennialGrass_cover,Capertee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,BareGround_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,Litter_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,Rock_cover,Capertee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Capertee-2-2-1,Distance_to_Eucalypt_canopy(m),Capertee,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
