Alban,Alban-1-1-1,"Higher level of sibling competition, as in enlarged broods, reduced nestling body mass and tarsus length before fledging and also reduced fledging success.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1GEw0p99dpeSW3E,rear_Cs_at_start_of_rearing,3333,0,linear,standard,NA,hatch_nest_breed_ID,NA,hatch_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,rear_Box,NA,NA,NA,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alban,Alban-2-2-1,"Higher level of sibling competition, as in enlarged broods, reduced nestling body mass and tarsus length before fledging and also reduced fledging success.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1GEw0p99dpeSW3E,rear_Cs_at_start_of_rearing,3333,0,linear,standard,NA,hatch_nest_breed_ID,hatch_Area,hatch_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,rear_Box,NA,NA,NA,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,Date_of_day14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alban,Alban-3-3-1,"Higher level of sibling competition, as in enlarged broods, reduced nestling body mass and tarsus length before fledging and also reduced fledging success.",neg_c,logit,logit,blue tit,1,constructed variable (combining information from two or more original variables),I used a two-column variable that combines the number of chicks that successfully fledged and the number of chicks that failed for each nest.,NA,R_1GEw0p99dpeSW3E,rear_Cs_at_start_of_rearing,NA,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,rear_Box,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,number_chicks_fledged_from_rear_nest,Date_of_day14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpha,Alpha-1-1-1,"a) The experiment was poorly planned to answer the question

or 

b) The question can not be answered by the given data.",none_c,NA,NA,blue tit,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,NA,R_1GJlffAgZv6SY4y,NA,NA,NA,NA,standard,NA,NA,NA,hatch_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appin,Appin-2-2-1,No significant effect of sibling number of growth of nestlings,none_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1HeLJJFDOVIZbac,d14_rear_nest_brood_size,599,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appin,Appin-1-1-1,No significant effect of sibling number of growth of nestlings,none_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1HeLJJFDOVIZbac,rear_d0_rear_nest_brood_size,599,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appin,Appin-4-4-1,No significant effect of sibling number of growth of nestlings,none_c,identity,identity,blue tit,1,original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_weight,R_1HeLJJFDOVIZbac,d14_rear_nest_brood_size,599,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appin,Appin-3-3-1,No significant effect of sibling number of growth of nestlings,none_c,identity,identity,blue tit,1,original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_weight,R_1HeLJJFDOVIZbac,rear_d0_rear_nest_brood_size,599,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aubur,Aubur-3-3-1,"The greatest effect on tarsus was the sex of the chick with males, on average, having 3% longer tarsus bones (Table 3). Nestling competition was the next most influential factor with each additional nestling reducing tarsus length by 0.04 mm.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1llU7rt7jpCEaKe,d14_rear_nest_brood_size,2497,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aubur,Aubur-2-2-1,"Chick mass was impacted by sibling competition (brood size), with each additional nestling/sibling in the rearing nest causing a mean reduction of 0.09 g in weight",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1llU7rt7jpCEaKe,d14_rear_nest_brood_size,2497,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,day_14_tarsus_length,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aubur,Aubur-1-1-1,"Chick mass was impacted by sibling competition (brood size), with each additional nestling/sibling in the rearing nest causing a mean reduction of 0.09 g in weight",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1llU7rt7jpCEaKe,NA,NA,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,day_14_tarsus_length,day_14_weight,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avoca,Avoca-1-1-1,"These results suggest that the growth of nestling blue tits is strongly influenced by the number of nestlings. These results also suggest, however, that competition with siblings is tempered by some additional factor, as increases in nest size beyond the unmanipulated state did not significantly reduce sibling growth.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1MRquC7DrqOiQ5p,rear_nest_trt_R.E,NA,0,linear,standard,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bargo,Bargo-1-1-1,"Overall, our results showed that the more competition, the less nestlings grow. These results were particularly evident when focusing on nestlingsÃ¢â‚¬â„¢ body mass rather than tarsus length, which is likely due to the larger lability (and lower heritability) of body mass compared to tarsus length.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1o4ElmLsRiBa4FJ,rear_Cs_at_start_of_rearing,3189,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,rear_mom_Ring,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brood_mortality,NA
Bargo,Bargo-3-3-1,"Overall, our results showed that the more competition, the less nestlings grow. These results were particularly evident when focusing on nestlingsÃ¢â‚¬â„¢ body mass rather than tarsus length, which is likely due to the larger lability (and lower heritability) of body mass compared to tarsus length.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1o4ElmLsRiBa4FJ,rear_Cs_at_start_of_rearing,3189,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brood_mortality,NA
Bargo,Bargo-2-2-1,"Overall, our results showed that the more competition, the less nestlings grow. These results were particularly evident when focusing on nestlingsÃ¢â‚¬â„¢ body mass rather than tarsus length, which is likely due to the larger lability (and lower heritability) of body mass compared to tarsus length.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1o4ElmLsRiBa4FJ,rear_Cs_at_start_of_rearing,3189,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,rear_mom_Ring,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brood_mortality,NA
Bargo,Bargo-4-4-1,"Overall, our results showed that the more competition, the less nestlings grow. These results were particularly evident when focusing on nestlingsÃ¢â‚¬â„¢ body mass rather than tarsus length, which is likely due to the larger lability (and lower heritability) of body mass compared to tarsus length.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1o4ElmLsRiBa4FJ,rear_Cs_at_start_of_rearing,3189,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brood_mortality,NA
Berry,Berry-1-1-1,Sibling competition significantly affects the growth of nestling blue tits.,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1QoRu2birFKL9Hx,rear_Cs_at_start_of_rearing,1854,0,linear,standard,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parentage,NA,NA,NA,NA
Binda,Binda-2-2-2,"I found that nestling growth decreases when competition with siblings is experimentally increased. However, I did not find an increase in nestling growth when competition with siblings is experimentally decreased.",mixed,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1rq3aFo8fdXcGP3,rear_nest_trt_C.E,NA,0,linear,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binda,Binda-2-2-1,"I found that nestling growth decreases when competition with siblings is experimentally increased. However, I did not find an increase in nestling growth when competition with siblings is experimentally decreased.",mixed,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1rq3aFo8fdXcGP3,rear_nest_trt_R.C,NA,0,linear,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binda,Binda-1-1-1,"I found that nestling growth decreases when competition with siblings is experimentally increased. However, I did not find an increase in nestling growth when competition with siblings is experimentally decreased.",mixed,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1rq3aFo8fdXcGP3,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binda,Binda-1-1-2,"I found that nestling growth decreases when competition with siblings is experimentally increased. However, I did not find an increase in nestling growth when competition with siblings is experimentally decreased.",mixed,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1rq3aFo8fdXcGP3,rear_nest_trt_R.C,NA,0,linear,standard,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borde,Borde-1-1-1,"Competition with siblings has an overall negative effect on the growth of nestling blue tits. However, the large variance within and between chicks shows that there are many parental and rearing effects that influence the body mass and length of tarsus in the species.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_210APF6gYFATf7Y,rear_Cs_at_start_of_rearing,2581,0,linear,standard,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-4-3-1,"Overall, there was a trend for decreased body condition due to nest treatment (Table 5), however both increasing and decreasing the nest trended in the same direction.",neg_q,identity,identity,blue tit,1,constructed variable (combining information from two or more original variables),(day_14_weight) divided by (day_14_tarsus_length),day_14_weight/day_14_tarsus_length,R_21an1zgH6j5Vfds,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,NA,NA,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,rear_incub_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-4-3-2,"Overall, there was a trend for decreased body condition due to nest treatment (Table 5), however both increasing and decreasing the nest trended in the same direction.",neg_q,identity,identity,blue tit,1,constructed variable (combining information from two or more original variables),(day_14_weight) divided by (day_14_tarsus_length),day_14_weight/day_14_tarsus_length,R_21an1zgH6j5Vfds,rear_nest_trt_R.C,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,NA,NA,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,rear_incub_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-3-1-1,"We found no impact of clutch manipulation on hatchling tarsus length at 14 days old (Table 1). We found that tarsus lengths were shorter in year 2003 compared to 2001 (Table 1). Offspring with extra-pair paternity, male offspring, and offspring reared in transplanted nests were associated with larger tarsus (Table 1). While offspring sex accounted for approximately 10% of tarsus length variation, the other factors had little impact on tarsus length, with average effect sizes below 2% and a model effect size of 26% (Table 2).",none_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_21an1zgH6j5Vfds,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,hatch_nest_LD,NA,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,NA,rear_nest_trt,home_or_away,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-3-1-2,"We found no impact of clutch manipulation on hatchling tarsus length at 14 days old (Table 1). We found that tarsus lengths were shorter in year 2003 compared to 2001 (Table 1). Offspring with extra-pair paternity, male offspring, and offspring reared in transplanted nests were associated with larger tarsus (Table 1). While offspring sex accounted for approximately 10% of tarsus length variation, the other factors had little impact on tarsus length, with average effect sizes below 2% and a model effect size of 26% (Table 2).",none_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_21an1zgH6j5Vfds,rear_nest_trt_R.C,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,hatch_nest_LD,NA,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,NA,rear_nest_trt,home_or_away,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-2-2-1,"We found an impact of clutch manipulation on hatchling weight at 14 days old, with hatchlings from nests with increased clutch sizes weighing less than hatchling from control nests (Table 3). While there was a trend for hatchlings from 2002 to be smaller than 2001, hatching from 2003 were smaller than 2001 as well as hatchlings whose eggs were laid later in the season (Table 3). Additionally, clutch size in the rearing nests at the start of rearing had a negative relation with hatchling weight. Finally, offspring reared in transplanted nests weighed more than offspring reared in their home nests (Table 3). The magnitude of these changes ranged from 1-9%, with competition parameters (clutch size and nest treatment) having effect sizes of 1-7% while the overall model explained 38% of the variation (Table 4).",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21an1zgH6j5Vfds,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,hatch_incub_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen,Bowen-2-2-2,"We found an impact of clutch manipulation on hatchling weight at 14 days old, with hatchlings from nests with increased clutch sizes weighing less than hatchling from control nests (Table 3). While there was a trend for hatchlings from 2002 to be smaller than 2001, hatching from 2003 were smaller than 2001 as well as hatchlings whose eggs were laid later in the season (Table 3). Additionally, clutch size in the rearing nests at the start of rearing had a negative relation with hatchling weight. Finally, offspring reared in transplanted nests weighed more than offspring reared in their home nests (Table 3). The magnitude of these changes ranged from 1-9%, with competition parameters (clutch size and nest treatment) having effect sizes of 1-7% while the overall model explained 38% of the variation (Table 4).",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21an1zgH6j5Vfds,rear_nest_trt_R.C,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,Extra-pair_paternity,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,NA,rear_area,NA,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,hatch_incub_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulli,Bulli-2-1-1,NA,NA,identity,identity,blue tit,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,NA,NA,NA,linear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulli,Bulli-1-1-2,"I conclude that inhibited nestling growth is associated with an increase in sibling competition, but an increase in nestling growth is not as strong associated with a decrease in sibling competition.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,rear_nest_trt_C.E,2606,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulli,Bulli-1-2-2,"I conclude that inhibited nestling growth is associated with an increase in sibling competition, but an increase in nestling growth is not as strong associated with a decrease in sibling competition.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,rear_nest_trt_C.E,2606,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulli,Bulli-1-1-1,"I conclude that inhibited nestling growth is associated with an increase in sibling competition, but an increase in nestling growth is not as strong associated with a decrease in sibling competition.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,rear_nest_trt_R.C,2606,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulli,Bulli-1-2-1,"I conclude that inhibited nestling growth is associated with an increase in sibling competition, but an increase in nestling growth is not as strong associated with a decrease in sibling competition.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,rear_nest_trt_R.C,2606,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,hatch_nest_CS,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedun,Cedun-1-1-1,"We conclude that growth of Blue tits is strongly impacted by competition with siblings. 

Growth is strongly influenced by the number of siblings in the nest that a particular chick is reared with- growth parameters decrease with an increase in the number of siblings in a nest. In addition, sex strongly effects growth parameters- male chicks are heavier and have a longer tarsus than females. The experiment itself appears to have an impact- weight of chicks who were reared in the home nest were s heavier than experimental chicks, whereas the tarsus length was significantly higher for chicks that were reared in a nest away from their hatching nest.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_22mEYpP8f0QXcTl,NA,NA,0,linear,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_CS,NA,NA,NA,NA,NA,rear_Box,NA,NA,NA,home_or_away,NA,NA,NA,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,day_14_tarsus_length,day_14_weight,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
